"Tipo_Metadata","Objeto","Componente_API","Encontrado_Partial","Encontrado_Git","Incluido_S3_0","Motivo_Inclusion","Motivo_Exclusion","Referencia_Empresa_Marca","Estado_Activo","Aplica_PEKING","Exclusivo_Usados","Evidencia","Nivel_Confianza","Notas"
"FlexiPage","Opportunity","Opportunity_Record_Page11","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page11.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page12","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page12.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page2","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page2.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page3","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page3.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page4","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page4.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page5","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page5.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page6","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page6.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page7","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page7.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page8","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page8.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page9","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page9.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page_VN","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Pricebook2Id, RecordType, RecordType.DeveloperName, RecordTypeId","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page_VN.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page_VN_Agenda_Facturada","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Pricebook2Id, RecordType, RecordType.DeveloperName, RecordTypeId","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page_VN_Agenda_Facturada.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Opportunity","Opportunity_Record_Page_VU","SI","NO","NO","","Exclusivo de usados confirmado por nombre","Pricebook2Id, RecordType, RecordTypeId","ACTIVA_COMO_METADATA","No","Sí","Retrieve temporal Partial 2026-08-06: flexipages/Opportunity_Record_Page_VU.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page1","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","RecordType","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page1.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page2","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","RecordType","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page2.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page3","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page3.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page4","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page4.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page5","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page5.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page6","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page6.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page_VN","SI","NO","SI","Variante nominal solicitada; no se descarta sin conocer asignación","Exclusivo de usados confirmado por nombre","RecordType","ACTIVA_COMO_METADATA","Por determinar","No","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page_VN.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"FlexiPage","Quote","Quote_Record_Page_VU","SI","NO","NO","","Exclusivo de usados confirmado por nombre","Sin referencia directa identificada","ACTIVA_COMO_METADATA","No","Sí","Retrieve temporal Partial 2026-08-06: flexipages/Quote_Record_Page_VU.flexipage-meta.xml","ALTO","Asignación efectiva pendiente de consulta de activaciones; existencia no equivale a asignación."
"QuickAction","Global","Global.BMW_EnviarCorreoPresupuesto","SI","NO","SI","Acción nominal del bloque 7","","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Global","Global.Enviar_correo_presupuesto_BETA","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Global","Global.NewEvent","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Global","Global.NewTask","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Agregar_vehiculo_aura","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Agregar_vehiculo_usado","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Aval_o_de_Veh_culo_dev","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Cambiar_Vehiculo","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Eliminar_Asset","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Eliminar_Reserva","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Eliminar_reserva_usados","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
