"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UI-00086","Layout","Opportunity","Opportunity-Autos V1.4","","System Administrator","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00087","Layout","Opportunity","Opportunity-Opportunity Layout","","Guest License User","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00088","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter External User","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00089","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter Moderator User","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00090","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter Free User","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00091","Layout","Opportunity","Opportunity-Opportunity Layout","","Perfil no resuelto","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00092","Layout","Opportunity","Opportunity-Opportunity Layout","","Perfil no resuelto","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00093","Layout","Opportunity","Opportunity-Autos","","Contract Manager","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00094","Layout","Opportunity","Opportunity-Autos","","Marketing User","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00095","Layout","Opportunity","Opportunity-Autos","","Solution Manager","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00096","Layout","Opportunity","Opportunity-Autos","","Read Only","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00097","Layout","Opportunity","Opportunity-Autos","","Standard User","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00098","Layout","Opportunity","Opportunity-Autos V1.4","","System Administrator","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00099","Layout","Opportunity","Opportunity-Opportunity Layout","","Guest License User","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00100","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter External User","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00101","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter Moderator User","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00102","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter Free User","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00103","Layout","Opportunity","Opportunity-Opportunity Layout","","Perfil no resuelto","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00104","Layout","Opportunity","Opportunity-Opportunity Layout","","Perfil no resuelto","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00105","Layout","Opportunity","Opportunity-Autos V1.4","","Contract Manager","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00106","Layout","Opportunity","Opportunity-Autos V1.4","","Marketing User","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00107","Layout","Opportunity","Opportunity-Autos V1.4","","Solution Manager","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00108","Layout","Opportunity","Opportunity-Autos V1.4","","Read Only","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00109","Layout","Opportunity","Opportunity-Autos V1.4","","Standard User","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00110","Layout","Opportunity","Opportunity-Autos V1.4","","System Administrator","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00111","Layout","Opportunity","Opportunity-Opportunity Layout","","Guest License User","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00112","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter External User","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00113","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter Moderator User","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00114","Layout","Opportunity","Opportunity-Opportunity Layout","","Chatter Free User","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00115","Layout","Opportunity","Opportunity-Opportunity Layout","","Perfil no resuelto","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00116","Layout","Opportunity","Opportunity-Opportunity Layout","","Perfil no resuelto","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00117","Layout","Opportunity","Opportunity-Autos V1.4","","Contract Manager","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00118","Layout","Opportunity","Opportunity-Autos V1.4","","Marketing User","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-00119","Layout","Opportunity","Opportunity-Autos V1.4","","Solution Manager","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
